FECHA HECHO,CANTIDAD,GENERO,Weapon Used,Total domestic violence
2019-02-10,2,F,Using weapons and substances with a certain degree of harm,7.0
2019-03-03,4,M,Using weapons and substances with a certain degree of harm,2.0
2019-03-27,1,M,Using weapons and substances with a certain degree of harm,18.0
2019-04-05,14,F,Using weapons and substances with a certain degree of harm,1.0
2019-04-06,2,F,Unknown,6.0
2019-04-06,4,F,Unknown,3.0
2019-04-13,4,F,Unknown,2.0
2019-04-16,1,M,No Weapon or Substance Used,2.0
2019-04-23,2,F,Unknown,2.0
2019-04-26,18,F,Using weapons and substances with a certain degree of harm,1.0
2019-04-28,4,F,Using weapons and substances with a certain degree of harm,2.0
2019-05-03,15,F,Using weapons and substances with a certain degree of harm,1.0
2019-06-02,4,F,Using weapons and substances with a certain degree of harm,2.0
2019-06-05,2,F,Using weapons and substances with a certain degree of harm,6.0
2019-06-13,3,F,Unknown,1.0
2019-06-28,5,F,Unknown,1.0
2019-07-21,16,F,Using weapons and substances with a certain degree of harm,1.0
2019-07-22,7,F,Unknown,2.0
2019-07-31,3,F,Using weapons and substances with a certain degree of harm,5.0
2019-08-01,2,F,Using weapons and substances with a certain degree of harm,5.0
2019-08-04,1,F,No Weapon or Substance Used,12.0
2019-08-09,9,F,Using weapons and substances with a certain degree of harm,1.0
2019-08-11,8,F,Unknown,2.0
2019-08-28,8,F,Using weapons and substances with a certain degree of harm,1.0
2019-09-03,2,M,No Weapon or Substance Used,2.0
2019-09-12,11,M,Unknown,1.0
2019-09-14,7,F,Using weapons and substances with a certain degree of harm,1.0
2019-09-17,1,F,Using weapons and substances with a certain degree of harm,31.0
2019-09-17,1,M,No Weapon or Substance Used,7.0
2019-09-20,3,F,Unknown,1.0
2019-10-04,7,F,Unknown,1.0
2019-10-04,2,F,Unknown,8.0
2019-10-16,3,F,No Weapon or Substance Used,2.0
2019-10-23,1,F,No Weapon or Substance Used,8.0
2019-10-29,1,M,Using weapons and substances with a certain degree of harm,17.0
2019-11-01,2,F,No Weapon or Substance Used,3.0
2019-11-02,9,F,Unknown,1.0
2019-11-09,13,F,Unknown,1.0
2019-11-22,1,M,Using weapons and substances with a certain degree of harm,6.0
2019-12-03,1,F,No Weapon or Substance Used,9.0
2019-12-17,2,F,Unknown,5.0
2019-12-23,1,F,Using weapons and substances with a certain degree of harm,28.0
2019-12-25,4,M,Using weapons and substances with a certain degree of harm,1.0
2019-12-30,2,M,No Weapon or Substance Used,1.0
2020-01-22,1,M,No Weapon or Substance Used,5.0
2020-02-01,1,F,Unknown,105.0
2020-03-05,2,M,Unknown,2.0
2020-03-22,1,F,Using weapons and substances with a certain degree of harm,52.0
2020-05-05,1,M,Using weapons and substances with a certain degree of harm,20.0
2020-05-29,1,F,Unknown,64.0
2020-06-07,2,M,Unknown,1.0
2020-06-19,2,M,Unknown,1.0
2020-06-21,2,F,Using weapons and substances with a certain degree of harm,1.0
2020-07-08,8,M,Unknown,1.0
2020-07-13,1,F,Using weapons and substances with a certain degree of harm,117.0
2020-07-18,1,M,Using weapons and substances with a certain degree of harm,31.0
2020-08-12,5,F,Unknown,1.0
2020-09-21,1,F,Using weapons and substances with a certain degree of harm,149.0
2020-10-02,1,M,No Weapon or Substance Used,14.0
2020-10-03,1,F,Unknown,77.0
2020-10-10,18,F,Unknown,1.0
2020-10-10,2,M,No Weapon or Substance Used,1.0
2020-10-15,8,F,Unknown,1.0
2020-11-24,4,M,No Weapon or Substance Used,2.0
2020-11-26,5,M,No Weapon or Substance Used,1.0
2020-11-29,4,F,No Weapon or Substance Used,1.0
2020-12-02,6,F,No Weapon or Substance Used,1.0
2020-12-18,2,M,No Weapon or Substance Used,1.0
2021-01-24,11,F,Using weapons and substances with a certain degree of harm,1.0
2021-02-18,1,F,No Weapon or Substance Used,33.0
2021-02-22,2,M,No Weapon or Substance Used,3.0
2021-02-26,14,F,Using weapons and substances with a certain degree of harm,1.0
2021-02-28,11,F,No Weapon or Substance Used,1.0
2021-03-10,2,F,Using weapons and substances with a certain degree of harm,10.0
2021-04-18,3,F,No Weapon or Substance Used,5.0
2021-05-18,6,F,No Weapon or Substance Used,3.0
2021-06-06,1,F,Using weapons and substances with a certain degree of harm,38.0
2021-06-27,2,F,No Weapon or Substance Used,15.0
2021-07-03,4,F,Using weapons and substances with a certain degree of harm,1.0
2021-07-14,3,F,No Weapon or Substance Used,4.0
2021-07-28,3,F,Using weapons and substances with a certain degree of harm,4.0
2021-08-11,1,M,Using weapons and substances with a certain degree of harm,7.0
2021-08-28,3,F,Using weapons and substances with a certain degree of harm,2.0
2021-08-31,4,F,Using weapons and substances with a certain degree of harm,1.0
2021-09-01,1,M,No Weapon or Substance Used,33.0
2021-09-05,9,F,Using weapons and substances with a certain degree of harm,1.0
2021-09-09,1,M,No Weapon or Substance Used,30.0
2021-09-15,11,F,No Weapon or Substance Used,1.0
2021-09-19,1,M,No Weapon or Substance Used,41.0
2021-10-25,1,F,Using weapons and substances with a certain degree of harm,28.0
2021-11-01,1,F,Using weapons and substances with a certain degree of harm,29.0
2021-11-24,3,M,Using weapons and substances with a certain degree of harm,1.0
2021-12-11,9,F,No Weapon or Substance Used,1.0
2021-12-17,4,F,No Weapon or Substance Used,1.0
2022-01-20,15,M,Using weapons and substances with a certain degree of harm,1.0
2022-03-22,5,F,Using weapons and substances with a certain degree of harm,1.0
2022-03-22,12,M,No Weapon or Substance Used,1.0
2022-04-06,4,F,No Weapon or Substance Used,1.0
2022-04-12,4,F,No Weapon or Substance Used,3.0
2022-04-27,7,M,No Weapon or Substance Used,1.0
2022-05-08,15,F,No Weapon or Substance Used,1.0
2022-05-13,4,M,No Weapon or Substance Used,1.0
2022-05-15,2,M,No Weapon or Substance Used,5.0
2022-05-24,5,M,No Weapon or Substance Used,1.0
2022-05-29,7,F,No Weapon or Substance Used,1.0
2022-06-19,2,M,Using weapons and substances with a certain degree of harm,1.0
2022-06-25,17,F,No Weapon or Substance Used,1.0
2022-07-17,1,F,No Weapon or Substance Used,55.0
2022-07-23,9,F,No Weapon or Substance Used,1.0
2022-08-03,1,M,Using weapons and substances with a certain degree of harm,10.0
2022-09-15,14,F,No Weapon or Substance Used,1.0
2022-09-19,2,M,No Weapon or Substance Used,6.0
2022-10-07,1,F,No Weapon or Substance Used,41.0
2022-11-07,2,F,No Weapon or Substance Used,11.0
2022-12-17,4,F,No Weapon or Substance Used,4.0
2022-12-20,3,M,No Weapon or Substance Used,2.0
2022-12-27,3,F,No Weapon or Substance Used,3.0
2023-01-08,1,M,Using weapons and substances with a certain degree of harm,9.0
2023-01-16,1,M,No Weapon or Substance Used,16.0
2023-01-22,7,F,Using weapons and substances with a certain degree of harm,1.0
2023-02-04,1,M,Using weapons and substances with a certain degree of harm,9.0
2023-02-26,6,F,No Weapon or Substance Used,3.0
2017-01-11,4,F,Using weapons and substances with a certain degree of harm,1.0
2018-02-05,4,M,Unknown,1.0
2018-04-16,15,F,Using weapons and substances with a certain degree of harm,1.0
2018-06-04,2,M,Unknown,1.0
2018-07-13,2,F,Using weapons and substances with a certain degree of harm,5.0
2019-06-07,6,F,Unknown,1.0
2019-07-18,2,F,Using weapons and substances with a certain degree of harm,11.0
2019-08-30,11,F,Unknown,1.0
2019-10-14,2,M,No Weapon or Substance Used,2.0
2020-01-23,1,M,Using weapons and substances with a certain degree of harm,22.0
2020-02-20,2,F,Unknown,2.0
2020-04-10,1,M,No Weapon or Substance Used,3.0
2021-01-25,4,F,No Weapon or Substance Used,1.0
2021-11-25,12,F,Using weapons and substances with a certain degree of harm,1.0
2022-04-04,5,F,Using weapons and substances with a certain degree of harm,1.0
2022-07-10,4,M,Using weapons and substances with a certain degree of harm,1.0
2022-11-02,5,M,No Weapon or Substance Used,1.0
2023-01-28,1,M,Using weapons and substances with a certain degree of harm,15.0
2023-02-16,5,F,No Weapon or Substance Used,1.0
2015-01-12,5,F,Using weapons and substances with a certain degree of harm,1.0
2015-02-01,13,F,No Weapon or Substance Used,1.0
2015-02-07,1,M,No Weapon or Substance Used,6.0
2015-02-12,4,F,Using weapons and substances with a certain degree of harm,1.0
2015-03-09,7,F,Using weapons and substances with a certain degree of harm,1.0
2015-03-28,8,F,Using weapons and substances with a certain degree of harm,1.0
2015-04-05,4,F,No Weapon or Substance Used,3.0
2015-04-06,5,M,Using weapons and substances with a certain degree of harm,1.0
2015-05-23,9,F,Using weapons and substances with a certain degree of harm,1.0
2015-06-01,5,M,No Weapon or Substance Used,1.0
2015-06-10,8,F,Using weapons and substances with a certain degree of harm,1.0
2015-07-02,12,F,No Weapon or Substance Used,1.0
2015-07-06,2,F,Using weapons and substances with a certain degree of harm,9.0
2015-07-20,12,F,No Weapon or Substance Used,1.0
2015-08-03,1,M,Using weapons and substances with a certain degree of harm,14.0
2015-08-27,7,F,Using weapons and substances with a certain degree of harm,1.0
2015-09-12,1,F,Unknown,2.0
2015-09-20,9,F,Using weapons and substances with a certain degree of harm,1.0
2015-09-23,1,M,Using weapons and substances with a certain degree of harm,15.0
2015-09-30,1,F,No Weapon or Substance Used,22.0
2015-11-02,1,F,Using weapons and substances with a certain degree of harm,47.0
2015-11-03,1,F,Using weapons and substances with a certain degree of harm,40.0
2015-11-10,1,F,No Weapon or Substance Used,24.0
2015-11-23,5,M,No Weapon or Substance Used,1.0
2016-01-01,3,F,No Weapon or Substance Used,4.0
2016-01-08,8,F,Using weapons and substances with a certain degree of harm,1.0
2016-01-17,1,F,Using weapons and substances with a certain degree of harm,81.0
2016-01-28,4,F,No Weapon or Substance Used,2.0
2016-02-25,1,F,No Weapon or Substance Used,29.0
2016-03-11,2,M,Using weapons and substances with a certain degree of harm,1.0
2016-03-15,4,M,No Weapon or Substance Used,1.0
2016-03-19,1,F,Using weapons and substances with a certain degree of harm,52.0
2016-03-22,10,F,No Weapon or Substance Used,1.0
2016-03-22,1,F,Unknown,2.0
2016-04-16,1,F,No Weapon or Substance Used,27.0
2016-05-04,2,F,Using weapons and substances with a certain degree of harm,6.0
2016-05-13,3,F,Using weapons and substances with a certain degree of harm,2.0
2016-06-06,1,F,Using weapons and substances with a certain degree of harm,66.0
2016-06-09,2,M,No Weapon or Substance Used,1.0
2016-07-06,5,F,Using weapons and substances with a certain degree of harm,1.0
2016-07-23,2,M,Using weapons and substances with a certain degree of harm,3.0
2016-08-07,6,M,No Weapon or Substance Used,1.0
2016-08-25,1,M,No Weapon or Substance Used,7.0
2016-08-26,2,F,No Weapon or Substance Used,5.0
2016-08-27,5,F,Using weapons and substances with a certain degree of harm,1.0
2016-09-04,2,M,No Weapon or Substance Used,2.0
2016-09-11,2,F,Using weapons and substances with a certain degree of harm,15.0
2016-09-23,1,M,No Weapon or Substance Used,6.0
2016-09-30,2,F,Using weapons and substances with a certain degree of harm,8.0
2016-10-01,2,M,Using weapons and substances with a certain degree of harm,2.0
2016-10-12,1,M,No Weapon or Substance Used,6.0
2016-11-10,1,F,No Weapon or Substance Used,30.0
2016-12-02,2,F,Using weapons and substances with a certain degree of harm,5.0
2016-12-04,11,F,Using weapons and substances with a certain degree of harm,1.0
2017-01-16,3,F,Using weapons and substances with a certain degree of harm,5.0
2017-01-24,15,F,Using weapons and substances with a certain degree of harm,1.0
2017-01-25,2,F,No Weapon or Substance Used,3.0
2017-01-30,2,M,Using weapons and substances with a certain degree of harm,1.0
2017-01-31,2,M,Using weapons and substances with a certain degree of harm,1.0
2017-02-07,6,F,No Weapon or Substance Used,1.0
2017-02-26,2,F,No Weapon or Substance Used,6.0
2017-04-03,5,M,Using weapons and substances with a certain degree of harm,1.0
2017-04-14,7,F,No Weapon or Substance Used,2.0
2017-04-18,1,F,Unknown,3.0
2017-04-26,13,M,No Weapon or Substance Used,1.0
2017-04-27,1,F,Unknown,1.0
2017-05-22,5,F,No Weapon or Substance Used,2.0
2017-05-22,4,F,No Weapon or Substance Used,1.0
2017-05-24,6,F,No Weapon or Substance Used,2.0
2017-06-03,3,F,Using weapons and substances with a certain degree of harm,3.0
2017-06-15,3,F,No Weapon or Substance Used,1.0
2017-06-28,5,F,No Weapon or Substance Used,1.0
2017-06-28,3,M,No Weapon or Substance Used,1.0
2017-07-05,3,F,No Weapon or Substance Used,2.0
2017-07-06,1,M,Using weapons and substances with a certain degree of harm,13.0
2017-08-12,6,F,No Weapon or Substance Used,1.0
2017-09-07,2,F,Unknown,1.0
2017-09-18,4,M,Using weapons and substances with a certain degree of harm,1.0
2017-09-25,10,F,No Weapon or Substance Used,1.0
2017-09-29,7,F,No Weapon or Substance Used,1.0
2017-10-23,2,M,Unknown,1.0
2017-10-28,1,F,Unknown,4.0
2017-11-06,2,F,Using weapons and substances with a certain degree of harm,9.0
2017-12-03,1,F,No Weapon or Substance Used,30.0
2017-12-26,3,F,Using weapons and substances with a certain degree of harm,1.0
2017-12-30,2,M,Using weapons and substances with a certain degree of harm,2.0
2018-01-27,15,F,No Weapon or Substance Used,1.0
2018-01-28,4,F,Using weapons and substances with a certain degree of harm,4.0
2018-02-03,9,F,No Weapon or Substance Used,1.0
2018-02-04,1,F,No Weapon or Substance Used,13.0
2018-03-06,3,F,Unknown,3.0
2018-03-15,2,F,No Weapon or Substance Used,3.0
2018-03-16,9,F,No Weapon or Substance Used,1.0
2018-03-17,6,F,Using weapons and substances with a certain degree of harm,1.0
2018-03-29,2,M,Unknown,2.0
2018-04-02,2,M,No Weapon or Substance Used,2.0
2018-04-10,1,M,Unknown,11.0
2018-04-15,9,M,Unknown,1.0
2018-04-15,4,M,Using weapons and substances with a certain degree of harm,1.0
2018-04-18,1,M,No Weapon or Substance Used,4.0
2018-05-15,15,M,Unknown,1.0
2018-05-25,2,F,Using weapons and substances with a certain degree of harm,6.0
2018-05-29,2,F,No Weapon or Substance Used,2.0
2018-06-02,4,F,Using weapons and substances with a certain degree of harm,1.0
2018-06-03,11,M,Unknown,1.0
2018-06-03,1,M,No Weapon or Substance Used,6.0
2018-06-05,1,F,Using weapons and substances with a certain degree of harm,49.0
2018-06-14,1,F,No Weapon or Substance Used,19.0
2018-06-15,2,F,No Weapon or Substance Used,2.0
2018-06-15,4,M,Using weapons and substances with a certain degree of harm,1.0
2018-07-05,1,M,Unknown,8.0
2018-07-19,1,F,Unknown,16.0
2018-08-13,1,M,Unknown,9.0
2018-08-16,4,F,No Weapon or Substance Used,1.0
2018-08-23,2,M,Unknown,2.0
2018-08-29,7,F,Using weapons and substances with a certain degree of harm,1.0
2018-09-01,1,F,Using weapons and substances with a certain degree of harm,56.0
2018-09-16,3,M,Using weapons and substances with a certain degree of harm,2.0
2018-09-17,5,F,Unknown,2.0
2018-10-17,16,M,Unknown,1.0
2018-10-21,2,F,Using weapons and substances with a certain degree of harm,8.0
2018-10-30,2,M,Using weapons and substances with a certain degree of harm,2.0
2018-11-03,3,F,Using weapons and substances with a certain degree of harm,2.0
2018-11-20,18,M,Unknown,1.0
2018-11-30,1,F,Using weapons and substances with a certain degree of harm,24.0
2018-12-17,7,F,Using weapons and substances with a certain degree of harm,1.0
2018-12-21,1,F,No Weapon or Substance Used,8.0
2018-12-24,1,M,Unknown,11.0
2018-12-24,5,F,Using weapons and substances with a certain degree of harm,1.0
2018-12-26,2,M,Unknown,1.0
2018-12-28,3,F,Unknown,2.0
2019-01-22,6,M,Unknown,2.0
2019-01-30,3,F,No Weapon or Substance Used,1.0
2019-02-16,2,M,No Weapon or Substance Used,1.0
2019-03-20,19,F,Using weapons and substances with a certain degree of harm,1.0
2019-04-03,3,F,No Weapon or Substance Used,2.0
2019-04-13,4,F,No Weapon or Substance Used,1.0
2019-04-19,2,F,Unknown,1.0
2019-05-01,4,F,Using weapons and substances with a certain degree of harm,1.0
2019-06-08,1,F,Using weapons and substances with a certain degree of harm,33.0
2019-06-08,2,F,Unknown,4.0
2019-06-10,4,F,Using weapons and substances with a certain degree of harm,1.0
2019-06-13,2,M,Using weapons and substances with a certain degree of harm,3.0
2019-06-19,1,F,Using weapons and substances with a certain degree of harm,23.0
2019-06-20,8,M,Unknown,1.0
2019-06-21,5,F,No Weapon or Substance Used,1.0
2019-06-25,4,F,Unknown,3.0
2019-06-28,4,F,Using weapons and substances with a certain degree of harm,1.0
2019-07-09,4,M,Unknown,1.0
2019-07-18,5,F,Using weapons and substances with a certain degree of harm,2.0
2019-07-20,1,F,Using weapons and substances with a certain degree of harm,38.0
2019-07-22,1,M,No Weapon or Substance Used,6.0
2019-07-25,3,F,Using weapons and substances with a certain degree of harm,3.0
2019-07-28,10,F,Using weapons and substances with a certain degree of harm,2.0
2019-09-01,5,M,Using weapons and substances with a certain degree of harm,1.0
2019-09-07,3,F,Using weapons and substances with a certain degree of harm,3.0
2019-09-11,1,M,Using weapons and substances with a certain degree of harm,15.0
2019-09-14,1,F,Unknown,25.0
2019-09-27,6,F,Using weapons and substances with a certain degree of harm,1.0
2019-10-09,4,F,No Weapon or Substance Used,1.0
2019-10-15,3,F,No Weapon or Substance Used,2.0
2019-10-17,1,M,No Weapon or Substance Used,5.0
2019-10-18,2,F,No Weapon or Substance Used,4.0
2019-10-20,7,F,Unknown,1.0
2019-10-31,1,M,No Weapon or Substance Used,3.0
2019-11-10,4,M,Unknown,1.0
2019-11-10,7,F,Using weapons and substances with a certain degree of harm,1.0
2019-11-17,1,M,Using weapons and substances with a certain degree of harm,15.0
2019-11-23,5,F,Unknown,1.0
2019-12-01,1,F,Using weapons and substances with a certain degree of harm,49.0
2019-12-12,4,F,Unknown,1.0
2019-12-22,14,M,Unknown,1.0
2019-12-31,4,F,Unknown,3.0
2020-02-10,2,F,Unknown,1.0
2020-04-20,6,F,Unknown,1.0
2020-05-03,6,M,Unknown,1.0
2020-05-30,1,F,Using weapons and substances with a certain degree of harm,119.0
2020-06-25,1,M,Unknown,24.0
2020-06-26,8,M,Unknown,1.0
2020-07-12,1,F,Using weapons and substances with a certain degree of harm,117.0
2020-09-29,2,F,Unknown,1.0
2020-10-14,1,F,Unknown,63.0
2020-12-02,9,M,No Weapon or Substance Used,1.0
2020-12-03,1,F,No Weapon or Substance Used,125.0
2020-12-26,1,M,No Weapon or Substance Used,17.0
2021-01-12,4,F,No Weapon or Substance Used,3.0
2021-01-13,2,F,Using weapons and substances with a certain degree of harm,5.0
2021-01-28,9,F,Using weapons and substances with a certain degree of harm,1.0
2021-02-13,1,F,No Weapon or Substance Used,43.0
2021-02-14,5,M,Using weapons and substances with a certain degree of harm,1.0
2021-03-11,1,M,No Weapon or Substance Used,20.0
2021-03-21,2,M,No Weapon or Substance Used,4.0
2021-03-27,15,F,Using weapons and substances with a certain degree of harm,1.0
2021-04-01,3,M,Using weapons and substances with a certain degree of harm,1.0
2021-04-13,1,F,No Weapon or Substance Used,41.0
2021-05-07,1,F,No Weapon or Substance Used,34.0
2021-05-08,1,F,No Weapon or Substance Used,50.0
2021-05-16,4,F,No Weapon or Substance Used,3.0
2021-05-17,3,M,Using weapons and substances with a certain degree of harm,1.0
2021-05-29,8,F,No Weapon or Substance Used,2.0
2021-06-29,4,M,Using weapons and substances with a certain degree of harm,1.0
2021-07-01,2,M,No Weapon or Substance Used,2.0
2021-07-25,3,F,No Weapon or Substance Used,5.0
2021-08-10,4,F,Using weapons and substances with a certain degree of harm,1.0
2021-08-17,2,M,Using weapons and substances with a certain degree of harm,4.0
2021-09-08,3,F,Using weapons and substances with a certain degree of harm,3.0
2021-09-12,13,F,Using weapons and substances with a certain degree of harm,1.0
2021-09-19,7,F,Using weapons and substances with a certain degree of harm,1.0
2021-09-24,1,M,Using weapons and substances with a certain degree of harm,14.0
2021-09-26,6,F,No Weapon or Substance Used,1.0
2021-10-08,3,M,Using weapons and substances with a certain degree of harm,1.0
2021-11-02,2,M,Using weapons and substances with a certain degree of harm,2.0
2021-11-06,1,F,No Weapon or Substance Used,33.0
2021-11-19,2,M,Using weapons and substances with a certain degree of harm,4.0
2021-11-23,7,M,Using weapons and substances with a certain degree of harm,1.0
2021-12-12,2,F,No Weapon or Substance Used,7.0
2021-12-17,2,F,Using weapons and substances with a certain degree of harm,3.0
2022-01-09,1,M,Using weapons and substances with a certain degree of harm,20.0
2022-01-19,7,F,No Weapon or Substance Used,1.0
2022-01-30,12,F,No Weapon or Substance Used,1.0
2022-01-31,3,M,No Weapon or Substance Used,1.0
2022-02-06,5,F,Using weapons and substances with a certain degree of harm,1.0
2022-02-24,13,F,Using weapons and substances with a certain degree of harm,1.0
2022-03-10,16,M,Using weapons and substances with a certain degree of harm,1.0
2022-03-11,9,M,Using weapons and substances with a certain degree of harm,1.0
2022-04-09,10,F,Using weapons and substances with a certain degree of harm,1.0
2022-04-20,1,F,No Weapon or Substance Used,43.0
2022-04-21,1,F,No Weapon or Substance Used,47.0
2022-05-14,4,F,Using weapons and substances with a certain degree of harm,2.0
2022-05-27,2,F,No Weapon or Substance Used,8.0
2022-06-03,1,F,No Weapon or Substance Used,45.0
2022-06-10,6,M,No Weapon or Substance Used,1.0
2022-06-16,4,F,No Weapon or Substance Used,3.0
2022-07-01,1,M,No Weapon or Substance Used,21.0
2022-07-01,13,F,No Weapon or Substance Used,1.0
2022-07-07,1,M,Using weapons and substances with a certain degree of harm,15.0
2022-07-15,11,F,Using weapons and substances with a certain degree of harm,1.0
2022-08-03,2,F,Using weapons and substances with a certain degree of harm,5.0
2022-08-17,11,F,No Weapon or Substance Used,1.0
2022-09-12,1,F,Using weapons and substances with a certain degree of harm,39.0
2022-09-13,5,M,No Weapon or Substance Used,1.0
2022-09-27,1,M,No Weapon or Substance Used,20.0
2022-09-29,9,M,No Weapon or Substance Used,1.0
2022-10-04,1,F,No Weapon or Substance Used,43.0
2022-10-14,4,F,No Weapon or Substance Used,6.0
2022-10-22,2,M,No Weapon or Substance Used,5.0
2022-10-23,8,M,No Weapon or Substance Used,1.0
2022-10-24,10,F,No Weapon or Substance Used,2.0
2022-12-12,2,M,Using weapons and substances with a certain degree of harm,1.0
2022-12-28,5,M,No Weapon or Substance Used,1.0
2023-02-01,5,F,No Weapon or Substance Used,1.0
2023-02-04,8,F,No Weapon or Substance Used,1.0
2017-11-09,1,M,Using weapons and substances with a certain degree of harm,14.0
2018-06-21,2,F,Using weapons and substances with a certain degree of harm,7.0
2019-03-02,5,F,Using weapons and substances with a certain degree of harm,1.0
2019-09-29,1,M,No Weapon or Substance Used,1.0
2019-12-17,8,M,Unknown,1.0
2020-03-25,2,F,No Weapon or Substance Used,1.0
2021-03-05,5,F,No Weapon or Substance Used,1.0
2021-11-03,1,F,No Weapon or Substance Used,39.0
2022-03-31,1,F,Using weapons and substances with a certain degree of harm,25.0
2022-04-28,3,M,No Weapon or Substance Used,1.0
2022-09-27,7,M,No Weapon or Substance Used,1.0
2022-10-11,10,M,No Weapon or Substance Used,1.0
2022-12-02,1,F,Using weapons and substances with a certain degree of harm,16.0
2023-01-24,4,F,Using weapons and substances with a certain degree of harm,2.0
2015-01-01,10,M,Using weapons and substances with a certain degree of harm,1.0
2015-01-02,1,F,No Weapon or Substance Used,8.0
2015-01-04,2,F,Using weapons and substances with a certain degree of harm,9.0
2015-01-04,3,F,Using weapons and substances with a certain degree of harm,5.0
2015-01-12,1,M,No Weapon or Substance Used,2.0
2015-01-15,10,F,Using weapons and substances with a certain degree of harm,1.0
2015-01-30,2,M,Using weapons and substances with a certain degree of harm,3.0
2015-02-03,13,F,No Weapon or Substance Used,1.0
2015-02-10,6,F,Using weapons and substances with a certain degree of harm,2.0
2015-02-13,3,M,No Weapon or Substance Used,1.0
2015-02-15,1,M,No Weapon or Substance Used,8.0
2015-03-21,1,F,Using weapons and substances with a certain degree of harm,33.0
2015-03-26,1,F,Using weapons and substances with a certain degree of harm,36.0
2015-03-28,2,F,Using weapons and substances with a certain degree of harm,5.0
2015-04-09,2,M,Using weapons and substances with a certain degree of harm,4.0
2015-04-12,4,F,No Weapon or Substance Used,3.0
2015-04-13,1,F,Unknown,1.0
2015-04-19,6,F,Using weapons and substances with a certain degree of harm,2.0
2015-04-21,2,M,No Weapon or Substance Used,4.0
2015-04-22,5,M,No Weapon or Substance Used,1.0
2015-05-14,2,M,No Weapon or Substance Used,2.0
2015-05-20,4,F,Using weapons and substances with a certain degree of harm,2.0
2015-05-22,3,F,No Weapon or Substance Used,2.0
2015-05-23,1,F,Using weapons and substances with a certain degree of harm,47.0
2015-06-01,3,M,No Weapon or Substance Used,1.0
2015-06-07,1,F,No Weapon or Substance Used,21.0
2015-06-08,4,F,No Weapon or Substance Used,1.0
2015-06-09,1,M,No Weapon or Substance Used,5.0
2015-06-10,1,M,Using weapons and substances with a certain degree of harm,19.0
2015-06-11,3,F,No Weapon or Substance Used,2.0
2015-06-12,3,F,Using weapons and substances with a certain degree of harm,1.0
2015-06-12,1,M,Using weapons and substances with a certain degree of harm,21.0
2015-06-20,1,M,No Weapon or Substance Used,8.0
2015-06-21,1,F,No Weapon or Substance Used,29.0
2015-06-25,1,F,No Weapon or Substance Used,25.0
2015-06-30,5,M,No Weapon or Substance Used,1.0
2015-07-03,5,F,Using weapons and substances with a certain degree of harm,1.0
2015-07-06,2,M,No Weapon or Substance Used,3.0
2015-07-09,2,M,No Weapon or Substance Used,4.0
2015-07-09,1,M,No Weapon or Substance Used,3.0
2015-08-25,3,F,No Weapon or Substance Used,2.0
2015-08-30,3,F,No Weapon or Substance Used,4.0
2015-11-05,1,M,Using weapons and substances with a certain degree of harm,6.0
2015-11-07,2,F,No Weapon or Substance Used,2.0
2015-11-13,6,F,Using weapons and substances with a certain degree of harm,2.0
2015-11-20,2,F,No Weapon or Substance Used,3.0
2015-12-17,1,F,Unknown,1.0
2015-12-30,1,M,No Weapon or Substance Used,8.0
2016-01-22,1,M,Using weapons and substances with a certain degree of harm,12.0
2016-01-31,15,M,No Weapon or Substance Used,1.0
2016-02-06,1,M,Unknown,1.0
2016-02-09,3,M,No Weapon or Substance Used,1.0
2016-02-09,11,F,Using weapons and substances with a certain degree of harm,1.0
2016-02-11,3,F,Using weapons and substances with a certain degree of harm,2.0
2016-02-23,1,F,No Weapon or Substance Used,31.0
2016-04-04,2,M,No Weapon or Substance Used,2.0
2016-04-06,3,F,No Weapon or Substance Used,2.0
2016-04-22,10,M,No Weapon or Substance Used,1.0
2016-05-12,4,F,Using weapons and substances with a certain degree of harm,1.0
2016-05-26,1,M,No Weapon or Substance Used,4.0
2016-06-04,4,F,No Weapon or Substance Used,1.0
2016-06-07,12,M,No Weapon or Substance Used,1.0
2016-06-23,4,F,Using weapons and substances with a certain degree of harm,2.0
2016-06-25,10,F,Using weapons and substances with a certain degree of harm,1.0
2016-07-01,1,F,No Weapon or Substance Used,17.0
2016-07-08,3,F,Using weapons and substances with a certain degree of harm,2.0
2016-07-16,12,F,Using weapons and substances with a certain degree of harm,1.0
2016-07-24,6,F,Using weapons and substances with a certain degree of harm,2.0
2016-07-24,7,F,Using weapons and substances with a certain degree of harm,1.0
2016-07-30,3,F,No Weapon or Substance Used,3.0
2016-07-31,2,M,Using weapons and substances with a certain degree of harm,4.0
2016-08-14,2,M,Using weapons and substances with a certain degree of harm,1.0
2016-09-10,3,F,No Weapon or Substance Used,1.0
2016-09-11,5,M,Using weapons and substances with a certain degree of harm,1.0
2016-09-26,1,F,No Weapon or Substance Used,28.0
2016-10-08,1,M,No Weapon or Substance Used,4.0
2016-10-24,2,F,Unknown,1.0
2016-10-25,1,F,Using weapons and substances with a certain degree of harm,44.0
2016-11-04,1,F,Using weapons and substances with a certain degree of harm,35.0
2016-11-10,14,M,No Weapon or Substance Used,1.0
2016-11-15,1,F,Using weapons and substances with a certain degree of harm,50.0
2016-11-18,2,F,Using weapons and substances with a certain degree of harm,8.0
2016-11-26,1,F,Using weapons and substances with a certain degree of harm,45.0
2016-12-03,5,F,No Weapon or Substance Used,1.0
